"20477","Journal of Econometrics","2013, Volume 174, Issue 2","Identification of first-price auctions with non-separable unobserved heterogeneity","Hu, Yingyao & McAdams, David & Shum, Matthew","40"
"20479","Journal of Econometrics","2013, Volume 174, Issue 1","Predicting binary outcomes","Elliott, Graham & Lieli, Robert P.","63"
"20482","Journal of Econometrics","2013, Volume 173, Issue 2","Evaluating treatment protocols using data combination","Bhattacharya, Debopam","2"
"20490","Journal of Econometrics","2013, Volume 173, Issue 1","Testing whether the underlying continuous-time process follows a diffusion: An infinitesimal operator-based approach","Chen, Bin & Song, Zhaogang","1"
"20495","Journal of Econometrics","2013, Volume 172, Issue 2","Heavy tails of OLS","Mikosch, Thomas & de Vries, Casper G.","10"
"20502","Journal of Econometrics","2013, Volume 172, Issue 2","Stable mixture GARCH models","Broda, Simon A. & Haas, Markus & Krause, Jochen & Paolella, Marc S. & Steude, Sven C.","49"
"20504","Journal of Econometrics","2013, Volume 172, Issue 2","Statistical estimation of multivariate Ornstei?????Uhlenbeck processes and applications to co-integration","Fasen, Vicky","15"
"20506","Journal of Econometrics","2013, Volume 172, Issue 1","Testing functional inequalities","Lee, Sokbae & Song, Kyungchul & Whang, Yoon-Jae","56"
"20521","Journal of Econometrics","2012, Volume 171, Issue 2","Confronting model misspecification in macroeconomics","Waggoner, Daniel F. & Zha, Tao","44"
"20531","Journal of Econometrics","2012, Volume 171, Issue 1","Hodges????Lehmann optimality for testing moment conditions","Canay, Ivan A. & Otsu, Taisuke","4"
"20535","Journal of Econometrics","2012, Volume 170, Issue 2","Underidentification?","Arellano, Manuel & Hansen, Lars Peter & Sentana, Enrique","44"
"20558","Journal of Econometrics","2012, Volume 170, Issue 1","Regression towards the mode","Kemp, Gordon C.R. & Santos Silva, J.M.C.","24"
"20567","Journal of Econometrics","2012, Volume 170, Issue 1","Maximum likelihood estimation of stochastic frontier models","the Fourier transform by Tsionas, Efthymios G.","10879"
"20578","Journal of Econometrics","2012, Volume 169, Issue 2","Model selection in the presence of nonstationarity","Kim, Jae-Young","2"
"20592","Journal of Econometrics","2012, Volume 169, Issue 1","Time-varying leverage effects","Bandi, Federico M. & Ren, Roberto","69"
"20599","Journal of Econometrics","2012, Volume 168, Issue 2","Treatment effect bounds: An application to Swa?????Ganz catheterization","Bhattacharya, Jay & Shaikh, Azeem M. & Vytlacil, Edward","18"
"20615","Journal of Econometrics","2012, Volume 168, Issue 1","Efficient local IV estimation of an empirical auction model","Hong, Han & Nekipelov, Denis","2"
"20634","Journal of Econometrics","2012, Volume 167, Issue 2","Partial parametric estimation for nonstationary nonlinear regressions","Kim, Chang Sik & Kim, In-Moo","2"
"20644","Journal of Econometrics","2012, Volume 167, Issue 1","Jackknife model averaging","Hansen, Bruce E. & Racine, Jeffrey S.","220"
"20650","Journal of Econometrics","2012, Volume 167, Issue 1","Hah?????Hausman test as a specification test","Lee, Yoonseok & Okui, Ryo","21"
"20653","Journal of Econometrics","2012, Volume 167, Issue 1","Robust subsampling","Camponovo, Lorenzo & Scaillet, Olivier & Trojani, Fabio","8"
"20663","Journal of Econometrics","2012, Volume 166, Issue 2","Robust forecast combinations","Wei, Xiaoqiao & Yang, Yuhong","25"
"20674","Journal of Econometrics","2012, Volume 166, Issue 1","IV models of ordered choice","Chesher, andrew & Smolinski, Konrad","28"
"20693","Journal of Econometrics","2011, Volume 165, Issue 2","Generalized method of moments (GMM) based inference with stratified samples when the aggregate shares are known","Tripathi, Gautam","16"
"20724","Journal of Econometrics","2011, Volume 164, Issue 1","Optimal prediction pools","Geweke, John & Amisano, Gianni","226"
"20736","Journal of Econometrics","2011, Volume 163, Issue 1","Factor structures for panel and multivariate time series data","Palm, Franz C. & Urbain, Jean-Pierre","1"
"20771","Journal of Econometrics","2011, Volume 162, Issue 1","Evaluation of similarity models for expected utility violations","Buschena, David E. & Atwood, Joseph A.","2"
"20787","Journal of Econometrics","2011, Volume 161, Issue 2","Subsampling high frequency data","Kalnina, Ilze","36"
"20802","Journal of Econometrics","2011, Volume 160, Issue 1","Realized Volatility","Meddahi, Nour & Mykland, Per & Shephard, Neil","5"
"20819","Journal of Econometrics","2011, Volume 160, Issue 1","Subsampling realised kernels","Barndorff-Nielsen, Ole E. & Hansen, Peter Reinhard & Lunde, Asger & Shephard, Neil","1043"
"20855","Journal of Econometrics","2010, Volume 158, Issue 2","Bootstrapping I(1) data","Phillips, Peter C.B.","8"
"20858","Journal of Econometrics","2010, Volume 158, Issue 1","Twenty years of cointegration","Boswijk, H. Peter & Franses, Philip Hans & van Dijk, Dick","4"
"20862","Journal of Econometrics","2010, Volume 158, Issue 1","Model-based asymptotic inference on the effect of infrequent large shocks on cointegrated variables","Georgiev, Iliyan","0"
"20887","Journal of Econometrics","2010, Volume 157, Issue 2","Nonparametric least squares estimation in derivative families","Hall, Peter & Yatchew, Adonis","2"
"20914","Journal of Econometrics","2010, Volume 156, Issue 2","Least squares model averaging","Mallows criterion by Wan, Alan T.K. & Zhang, Xinyu & Zou, Guohua","130"
"20925","Journal of Econometrics","2010, Volume 156, Issue 1","Structural models of optimization behavior in labor, aging and health","Gilleskie, Donna B. & Khwaja, Ahmed","1"
"20940","Journal of Econometrics","2010, Volume 155, Issue 2","The dynamic invariant multinomial probit model: Identification, pretesting and estimation","Liesenfeld, Roman & Richard, Jean-Franois","2"
"20972","Journal of Econometrics","2009, Volume 153, Issue 2","The effect of microaggregation","individual ranking on the estimation of moments by Schmid, Matthias & Schneeweiss, Hans","7"
"20982","Journal of Econometrics","2009, Volume 152, Issue 2","Nonparametric and robust methods in econometrics","Lima, Luiz Renato & Moreira, Marcelo & Porter, Jack & Xiao, Zhijie","0"
"21015","Journal of Econometrics","2009, Volume 150, Issue 2","Predictive density estimators for daily volatility based on the use of realized measures","Corradi, Valentina & Distaso, Walter & Swanson, Norman R.","31"
"21030","Journal of Econometrics","2009, Volume 150, Issue 2","The role of beliefs in inference for rational expectations models","Lehmann, Bruce N.","1"
"21069","Journal of Econometrics","2008, Volume 147, Issue 2","Chamberlins strategy of multiple working hypotheses and a relative frequency theory of market demand","Basmann, R.L.","1"
"21078","Journal of Econometrics","2008, Volume 147, Issue 2","Consumption and labor supply","Jorgenson, Dale W. & Slesnick, Daniel T.","23"
"21079","Journal of Econometrics","2008, Volume 147, Issue 2","The structure of US food demand","LaFrance, Jeffrey T.","21"
"21096","Journal of Econometrics","2008, Volume 147, Issue 1","Testing for multivariate volatility functions using minimum volume sets and inverse regression","Polonik, Wolfgang & Yao, Qiwei","2"
"21099","Journal of Econometrics","2008, Volume 147, Issue 1","Dynamic quantile models","Gourieroux, C. & Jasiak, J.","88"
"21109","Journal of Econometrics","2008, Volume 146, Issue 2","Forecasting using a large number of predictors: Is Bayesian shrinkage a valid alternative to principal components?","De Mol, Christine & Giannone, Domenico & Reichlin, Lucrezia","373"
"21160","Journal of Econometrics","2008, Volume 144, Issue 1","Likelihood approximation","numerical integration on sparse grids by Heiss, Florian & Winschel, Viktor","276"
"21172","Journal of Econometrics","2008, Volume 143, Issue 2","Detections of changes in return","a wavelet smoother with conditional heteroscedastic volatility by Chen, Gongmeng & Choi, Yoon K. & Zhou, Yong","29"
"21178","Journal of Econometrics","2008, Volume 143, Issue 2","Long-run risk-return trade-offs","Bandi, Federico M. & Perron, Benot","58"
"21180","Journal of Econometrics","2008, Volume 143, Issue 1","Specification testing","Delgado, Miguel A.","135"
"21205","Journal of Econometrics","2008, Volume 142, Issue 1","Symmetry-based inference in an instrumental variable setting","Bekker, Paul A. & Lawford, Steve","1"
"21234","Journal of Econometrics","2007, Volume 141, Issue 2","On the uniqueness of optimal prices set","monopolistic sellers by van den Berg, Gerard J.","23"
"21247","Journal of Econometrics","2007, Volume 141, Issue 2","A goodness-of-fit test for ARCH([infinity]) models","Hidalgo, Javier & Zaffaroni, Paolo","24"
"21251","Journal of Econometrics","2007, Volume 141, Issue 2","A goodness-of-fit test for ARCH([infinity]) models","Hidalgo, Javier & Zaffaroni, Paolo","24"
"21281","Journal of Econometrics","2007, Volume 140, Issue 2","Asymptotic behaviour of regression pre-test estimators with minimal Bayes risk","Reif, Jiri","0"
"21324","Journal of Econometrics","2007, Volume 139, Issue 1","Instrumental values","Chesher, andrew","40"
"21352","Journal of Econometrics","2007, Volume 138, Issue 1","Smoothly mixing regressions","Geweke, John & Keane, Michael","135"
"21384","Journal of Econometrics","2007, Volume 136, Issue 2","Riesz estimators","Aliprantis, Charalambos D. & Harris, David & Tourky, Rabee","8"
"21397","Journal of Econometrics","2007, Volume 136, Issue 1","Asymmetry and nonstationarity for a seasonal time series model","Shin, Dong Wan & Lee, Oesook","2"
"21441","Journal of Econometrics","2006, Volume 134, Issue 1","Matrix exponential GARCH","Kawakatsu, Hiroyuki","93"
"21449","Journal of Econometrics","2006, Volume 133, Issue 2","Resampling methods in econometrics","Dufour, Jean-Marie & Perron, Benoit","1"
"21492","Journal of Econometrics","2006, Volume 132, Issue 1","Synchronization of cycles","Harding, Don & Pagan, Adrian","494"
"21549","Journal of Econometrics","2005, Volume 128, Issue 1","Impact factors","Omtzigt, Pieter & Paruolo, Paolo","16"
"21579","Journal of Econometrics","2005, Volume 126, Issue 1","A finite sample correction for the variance of linear efficient two-step GMM estimators","Windmeijer, Frank","4320"
"21597","Journal of Econometrics","2005, Volume 125, Issue 1-2","Rejoinder","Smith, Jeffrey & Todd, Petra","30"
"21600","Journal of Econometrics","2005, Volume 124, Issue 2","Optimal weighted average power similar tests for the covariance structure in the linear regression model","Forchini, Giovanni","1"
"21629","Journal of Econometrics","2004, Volume 122, Issue 2","Fully modified semiparametric GLS estimation for regressions with nonstationary seasonal regressors","Shin, Dong Wan & Oh, Man-Suk","2"
"21649","Journal of Econometrics","2004, Volume 121, Issue 1-2","Time-use and college outcomes","Stinebrickner, Ralph & Stinebrickner, T.R.Todd R.","158"
"21664","Journal of Econometrics","2004, Volume 120, Issue 1","Nonstationary discrete choice","Hu, Ling & Phillips, Peter C. B.","88"
"21668","Journal of Econometrics","2004, Volume 119, Issue 2","Dynamic factor models","Croux, Christophe & Renault, Eric & Werker, Bas","10"
"21691","Journal of Econometrics","2004, Volume 118, Issue 1-2","Modeling of time series arrays","multistep prediction or likelihood methods by Findley, David F. & Potscher, Benedikt M. & Wei, Ching-Zong","21"
"21697","Journal of Econometrics","2004, Volume 118, Issue 1-2","System theory for system identification","van Schuppen, Jan H.","20"
"21733","Journal of Econometrics","2003, Volume 115, Issue 1","Testing for unit roots in heterogeneous panels","Im, Kyung So & Pesaran, M. Hashem & Shin, Yongcheol","10592"
"21757","Journal of Econometrics","2003, Volume 113, Issue 2","What is an oil shock?","Hamilton, James D.","1882"
"21772","Journal of Econometrics","2003, Volume 112, Issue 1","Analysis of data on health: 2","Bhargava, Alok","764"
"21790","Journal of Econometrics","2002, Volume 111, Issue 2","Finite sample and asymptotic methods in econometrics","Smith, Richard J. & Boswijk, H. Peter","0"
"21818","Journal of Econometrics","2002, Volume 110, Issue 2","Evaluating GARCH models","Lundbergh, Stefan & Terasvirta, Timo","212"
"21833","Journal of Econometrics","2002, Volume 109, Issue 1","Tails of Lorenz curves","Schluter, Christian & Trede, Mark","34"
"21842","Journal of Econometrics","2002, Volume 108, Issue 1","Unit root tests in panel data: asymptotic and finite-sample properties","Levin, andrew & Lin, Chien-Fu & James Chu, Chia-Shang","8801"
"21863","Journal of Econometrics","2002, Volume 107, Issue 1-2","On the recovery of joint distributions from limited information","Miller, Douglas J. & Liu, Wei-han","57"
"21887","Journal of Econometrics","2001, Volume 105, Issue 1","Forecasting and empirical methods in finance and macroeconomics","Diebold, F. X. & West, Kenneth D.","1"
"21894","Journal of Econometrics","2001, Volume 105, Issue 1","Economic tracking portfolios","Lamont, Owen A.","270"
"21895","Journal of Econometrics","2001, Volume 105, Issue 1","Yield curve estimation","kernel smoothing methods by Linton, Oliver & Mammen, Enno & Nielsen, Jans Perch & Tanggaard, Carsten","72"
"21899","Journal of Econometrics","2001, Volume 104, Issue 2","Invariance and the Wald test","Kemp, Gordon C. R.","8"
"21913","Journal of Econometrics","2001, Volume 103, Issue 1-2","Studies in Estimation and Testing","Hsiao, Cheng & Perrigne, Isabelle","0"
"21952","Journal of Econometrics","2001, Volume 100, Issue 1","Open forum on the current state and future challenges of econometrics","Hsiao, C.","2"
"21958","Journal of Econometrics","2001, Volume 100, Issue 1","Microeconometrics","Hausman, Jerry","16516"
"21962","Journal of Econometrics","2001, Volume 100, Issue 1","Notes on financial econometrics","Tauchen, George","39"
"21968","Journal of Econometrics","2000, Volume 99, Issue 2","Robust out-of-sample inference","Mc Cracken, Michael W.","206"
"21996","Journal of Econometrics","2000, Volume 98, Issue 1","Asymptotic probability concentrations and finite sample properties of modified LIML estimators for equations with more than two endogenous variables","Oberhelman, Dennis & Rao Kadiyala, K.","1"
"22010","Journal of Econometrics","2000, Volume 97, Issue 1","Glejsers test revisited","Machado, Jose A. F. & Silva, J. M. C. Santos","49"
"22013","Journal of Econometrics","2000, Volume 96, Issue 2","On simulated EM algorithms","Nielsen, Soren Feodor","27"
"22043","Journal of Econometrics","2000, Volume 94, Issue 1-2","Econometric methods for derivative securities and risk management","Garcia, R. & Ghysels, E. & Renault, E.","1"
"22089","Journal of Econometrics","1999, Volume 91, Issue 1","Redundancy of moment conditions","Breusch, Trevor & Qian, Hailong & Schmidt, Peter & Wyhowski, Donald","147"
"22132","Journal of Econometrics","1998, Volume 88, Issue 1","Relative efficiency with equivalence classes of asymptotic covariances","Mandy, D. M. & Martins-Filho, Carlos","0"
"22146","Journal of Econometrics","1998, Volume 87, Issue 1","Initial conditions and moment restrictions in dynamic panel data models","Blundell, Richard & Bond, Stephen","16268"
"22149","Journal of Econometrics","1998, Volume 87, Issue 1","Spurious rejections","Dickey-Fuller tests in the presence of a break under the null by Leybourne, Stephen J. & C. Mills, Terence & Newbold, Paul","230"
"22152","Journal of Econometrics","1998, Volume 86, Issue 2","Uniform laws of large numbers and stochastic Lipschitz-continuity","de Jong, Robert M.","1"
"22169","Journal of Econometrics","1998, Volume 85, Issue 2","System estimators of cointegrating matrix in absence of normalising information","Minxian, Yang","2"
"22176","Journal of Econometrics","1998, Volume 85, Issue 1","Business cycle durations","Filardo, andrew J. & Gordon, Stephen F.","279"
"22197","Journal of Econometrics","1998, Volume 83, Issue 1-2","Lending cycles","Asea, Patrick K. & Blomberg, Brock","291"
"22202","Journal of Econometrics","1998, Volume 83, Issue 1-2","Finite sample moments results for the quasi-FIML estimator of the reduced form: The linear case","McCarthy, Michael D.","1"
"22206","Journal of Econometrics","1998, Volume 83, Issue 1-2","Rational expectations, inflation and the nominal interest rate","Crockett, Jean A.","16"
"22224","Journal of Econometrics","1997, Volume 81, Issue 1","Nonparametric dynamic modelling","Lutkepohl, Helmut","1416"
"22225","Journal of Econometrics","1997, Volume 81, Issue 1","Rank tests for unit roots","Breitung, Jorg & Gourieroux, Christian","74"
"22227","Journal of Econometrics","1997, Volume 81, Issue 1","Nonlinear stochastic trends","Granger, Clive W. J. & Inoue, Tomoo & Morin, Norman","51"
"22235","Journal of Econometrics","1997, Volume 80, Issue 2","Codependent cycles","Vahid, Farshid & Engle, Robert F.","175"
"22279","Journal of Econometrics","1997, Volume 77, Issue 2","Fellows opinion: Econometrics, data, and the world wide web","Barnett, William A.","1"
"22307","Journal of Econometrics","1997, Volume 76, Issue 1-2","Inferring the rank of a matrix","Cragg, John G. & Donald, Stephen G.","249"
"22317","Journal of Econometrics","1996, Volume 75, Issue 2","Bounding posterior means","model criticism by Iwata, Shigeru","1"
"22323","Journal of Econometrics","1996, Volume 75, Issue 1","The Bernoullis of Basel","Stigler, Stephen M.","3"
"22329","Journal of Econometrics","1996, Volume 75, Issue 1","Priors for unit root models","Kadane, Joseph B. & Chan, Ngai Hang & Wolfson, Lara J.","33"
"22330","Journal of Econometrics","1996, Volume 75, Issue 1","On priors and Bayes factors","Young, Karen D. S. & Pettit, Lawrence I.","3"
"22357","Journal of Econometrics","1996, Volume 73, Issue 1","Varieties of long memory models","Granger, Clive W. J. & Ding, Zhuanxin","505"
"22393","Journal of Econometrics","1996, Volume 71, Issue 1-2","A note on Sargan densities","Hadri, Kaddour","3"
"22431","Journal of Econometrics","1995, Volume 69, Issue 1","Bayesian prediction a response","Phillips, Peter C. B.","330"
"22439","Journal of Econometrics","1995, Volume 68, Issue 1","Another look at the instrumental variable estimation of error-components models","Arellano, Manuel & Bover, Olympia","12678"
"22453","Journal of Econometrics","1995, Volume 67, Issue 1","Probabilities and experiments","Cartwright, Nancy","30"
"22471","Journal of Econometrics","1995, Volume 66, Issue 1-2","Statistical inference in vector autoregressions with possibly integrated processes","Toda, Hiro Y. & Yamamoto, Taku","3737"
"22474","Journal of Econometrics","1995, Volume 66, Issue 1-2","Optimal stock/flow panels","Lancaster, Tony & Imbens, Guido","3"
"22491","Journal of Econometrics","1994, Volume 64, Issue 1-2","Exact finite-sample relative efficiency of suboptimally weighted least squares estimators in models with ordered heteroscedasticity","Szroeter, Jerzy","1"
"22506","Journal of Econometrics","1994, Volume 63, Issue 2","Jeffreys prior for logit models","Poirier, Dale","35"
"22510","Journal of Econometrics","1994, Volume 63, Issue 1","Structure and dynamics in econometrics","Kiviet, Jan F. & Dijk, Herman K. van","0"
"22514","Journal of Econometrics","1994, Volume 63, Issue 1","Deciding between I(1) and I(0)","Stock, James H.","57"
"22544","Journal of Econometrics","1994, Volume 61, Issue 2","The exact powers of some autocorrelation tests when the disturbances are heteroscedastic","Small, John P.","2"
"22555","Journal of Econometrics","1994, Volume 61, Issue 1","Economic distance and overlapping of distributions","Yitzhaki, Shlomo","2"
"22575","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","Learning","(limited) forward looking players by Mengel, Friederike","17"
"22576","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","Investments and bargaining in a model with positive consumption externalities","Cardona, Daniel & Rub-Barcel, Antoni","2"
"22582","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","Car mechanics in the la??????Investigating the behavior of real experts on experimental markets for credence goods","Beck, Adrian & Kerschbamer, Rudolf & Qiu, Jianying & Sutter, Matthias","15"
"22585","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","Feel the Warmt???_ glow: A field experiment on manipulating the act of giving","Chuan, Amanda & Samek, Anya Savikhin","8"
"22587","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","Judicial error","groups & individuals by van Dijk, Frans & Sonnemans, Joep & Bauw, Eddy","4"
"22589","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","Conditional cooperation with negative externalities :???? An experiment","Engel, Christoph & Zhurakhovska, Lilia","7"
"22592","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","How Werner G????_??_ths ultimatum game shaped our understanding of social behavior","van Damme, Eric & Binmore, Kenneth G. & Roth, Alvin E. & Samuelson, Larry & Winter, Eyal & Bolton, Gary E. & Ockenfels, Axel & Dufwenberg, Martin & Kirchsteiger, Georg & Gneezy, Uri & Kocher, Martin G. & Sutter, Matthias & Sanfey, Alan G. & Kliemt, Hartmut & Selten, Reinhard & Nagel, Rosemarie & Azar, Ofer H.","31"
"22599","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","A note on empathy in games","Grohn, Jan & Huck, Steffen & Valasek, Justin Mattias","5"
"22600","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","Endogenous community formation and collective provision :???? A procedurally fair mechanism","Gth, Werner","1"
"22602","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","Providing revenue-generating projects under a fair mechanism: An experimental analysis","Gth, Werner & Koukoumelis, Anastasios & Levati, M. Vittoria & Ploner, Matteo","2"
"22604","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","Bilateral bargaining of heterogeneous groups????How significant are patient partners?","Kirchkamp, Oliver & Vollstdt, Ulrike","1"
"22606","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","Beliefs and ingroup favoritism","Ockenfels, Axel & Werner, Peter","42"
"22607","Journal of Economic Behavior & Org","2014, Volume 108, Issue C","Discriminatory taxes are unpopula?????Even when they are efficient and distributionally fair","Sausgruber, Rupert & Tyran, Jean-Robert","2"
"22633","Journal of Economic Behavior & Org","2014, Volume 107, Issue PA","Ranking friends","Feinberg, Yossi & Kets, Willemien","1"
"22637","Journal of Economic Behavior & Org","2014, Volume 107, Issue PA","Conflicts of interest distort public evaluations: Evidence from NCAA football coaches","Kotchen, Matthew J. & Potoski, Matthew","6"
"22638","Journal of Economic Behavior & Org","2014, Volume 107, Issue PA","Learning tastes through social interaction","Hsiaw, Alice","0"
"22641","Journal of Economic Behavior & Org","2014, Volume 107, Issue PA","Externalities in recruiting","Krkel, Matthias & Szech, Nora & von Bieberstein, Frauke","2"
